gene_id,symbol,HPctrl1,HPctrl2,HPctrl3,HPctrl4,HP1hr1,HP1hr2,HP1hr3,HP1hr4,HP4hr1,HP4hr2,HP4hr3,HP4hr4
ENSMUSG00000087110,Gm11264,1.852998435,NA,NA,NA,1.962245046,2.307445942,NA,1.674175223,0.925231191,NA,2.142589571,NA
ENSMUSG00000087108,ENSMUSG00000087108,2.779497652,1.862157642,2.342324079,NA,2.943367569,2.307445942,2.250632506,19.25301507,6.476618339,5.378899635,7.4990635,5.017263327
ENSMUSG00000087107,AI662270,2.779497652,0.931078821,NA,7.84463652,1.962245046,4.614891883,1.125316253,1.674175223,1.850462382,8.606239416,6.427768714,8.362105546
ENSMUSG00000087095,Emx2os,178.814349,249.5291241,223.6919496,227.4944591,266.8653262,328.8110467,271.201217,203.4122896,244.2610345,321.6581982,217.4728415,227.4492708
ENSMUSG00000087094,ENSMUSG00000087094,NA,1.862157642,NA,NA,5.886735137,NA,NA,NA,1.850462382,2.151559854,NA,NA
ENSMUSG00000087088,Gm16638,77.82593427,98.69435504,97.2064493,73.54346737,107.9234775,87.68294579,82.14808646,83.70876116,82.34557602,98.97175328,82.4896985,72.75031825
ENSMUSG00000087079,ENSMUSG00000087079,NA,NA,NA,NA,NA,4.614891883,4.501265012,5.859613281,2.775693574,1.075779927,NA,NA
ENSMUSG00000087075,Lbhd2,16.67698591,22.34589171,4.684648159,9.80579565,5.886735137,2.307445942,15.75442754,20.09010268,16.65416144,6.454679562,1.071294786,17.56042165
ENSMUSG00000087072,ENSMUSG00000087072,NA,0.931078821,4.684648159,NA,NA,2.307445942,1.125316253,2.511262835,0.925231191,NA,6.427768714,NA
ENSMUSG00000087071,ENSMUSG00000087071,15.7504867,NA,8.198134278,2.941738695,1.962245046,NA,NA,4.185438058,NA,NA,4.285179143,NA
ENSMUSG00000087067,Gm11532,2.779497652,3.724315284,14.05394448,2.941738695,5.886735137,4.614891883,3.375948759,4.185438058,10.1775431,2.151559854,2.142589571,7.525894991
ENSMUSG00000087066,ENSMUSG00000087066,4.632496087,3.724315284,3.513486119,1.96115913,3.924490091,6.922337825,2.250632506,13.39340179,NA,16.1366989,4.285179143,6.689684437
ENSMUSG00000087064,ENSMUSG00000087064,1010.810646,774.6575792,817.4711037,539.3187607,657.3520903,668.0056001,815.8542834,868.0598532,325.6813793,336.7191171,146.7673856,248.3545347
ENSMUSG00000087063,ENSMUSG00000087063,2.779497652,2.793236463,5.855810199,4.902897825,0.981122523,4.614891883,6.751897517,1.674175223,2.775693574,6.454679562,1.071294786,2.508631664
ENSMUSG00000087060,Eldr,260.3462801,364.9828979,292.7905099,356.9309616,417.9581947,513.406722,427.6201761,453.7014855,343.2607719,463.6611485,479.940064,504.2349644
ENSMUSG00000087056,ENSMUSG00000087056,0.926499217,NA,2.342324079,0.980579565,NA,9.229783767,2.250632506,1.674175223,7.40184953,4.303119708,3.213884357,NA
ENSMUSG00000087055,ENSMUSG00000087055,11.11799061,13.0351035,22.25207876,15.68927304,35.32041082,63.4547634,19.1303763,25.11262835,27.75693574,26.89449817,16.06942179,11.70694776
ENSMUSG00000087054,ENSMUSG00000087054,1.852998435,0.931078821,NA,1.96115913,7.848980183,2.307445942,1.125316253,0.837087612,0.925231191,6.454679562,NA,6.689684437
ENSMUSG00000087053,ENSMUSG00000087053,0.926499217,NA,2.342324079,NA,1.962245046,NA,4.501265012,3.348350446,NA,NA,NA,NA
ENSMUSG00000087052,ENSMUSG00000087052,1.852998435,3.724315284,NA,NA,NA,NA,NA,4.185438058,NA,2.151559854,NA,NA
ENSMUSG00000087050,Dhrs13os,35.20697026,17.6904976,16.39626856,18.63101173,19.62245046,12.69095268,24.75695756,11.71922656,13.87846787,21.51559854,9.641653072,20.90526386
ENSMUSG00000087049,ENSMUSG00000087049,1.852998435,NA,NA,NA,NA,6.922337825,NA,2.511262835,2.775693574,NA,NA,NA
ENSMUSG00000087047,ENSMUSG00000087047,1.852998435,NA,NA,NA,0.981122523,NA,NA,1.674175223,NA,2.151559854,NA,NA
ENSMUSG00000087042,ENSMUSG00000087042,94.50292018,98.69435504,67.92739831,59.81535346,85.35765949,39.22658101,47.26328262,64.45574609,74.0184953,62.39523576,64.27768714,72.75031825
ENSMUSG00000087036,ENSMUSG00000087036,NA,2.793236463,3.513486119,10.78637521,NA,13.84467565,4.501265012,6.696700893,8.327080721,NA,5.356473929,5.017263327
ENSMUSG00000087028,Gm13387,1.852998435,9.310788211,4.684648159,5.88347739,1.962245046,1.153722971,6.751897517,0.837087612,12.02800549,2.151559854,1.071294786,5.017263327
ENSMUSG00000087027,ENSMUSG00000087027,NA,0.931078821,NA,3.92231826,NA,2.307445942,NA,4.185438058,NA,NA,NA,NA
ENSMUSG00000087026,A230103J11Rik,43.54546322,40.96746813,46.84648159,49.02897825,37.28265587,25.38190536,40.5113851,27.62389118,36.08401646,33.34917774,38.56661229,52.68126494
ENSMUSG00000087024,B230119M05Rik,15.7504867,13.0351035,14.05394448,10.78637521,8.830102706,6.922337825,6.751897517,4.185438058,12.95323668,8.606239416,19.28330614,8.362105546
ENSMUSG00000087022,9130024F11Rik,6.485494522,9.310788211,18.73859264,7.84463652,15.69796037,2.307445942,11.25316253,10.88213895,13.87846787,8.606239416,12.85553743,10.03452665
ENSMUSG00000087020,Gm16283,7.41199374,3.724315284,4.684648159,3.92231826,17.66020541,5.768614854,6.751897517,11.71922656,15.72893025,6.454679562,10.71294786,8.362105546
ENSMUSG00000087018,ENSMUSG00000087018,2.779497652,7.448630569,NA,2.941738695,1.962245046,NA,NA,4.185438058,3.700924765,NA,2.142589571,0.836210555
ENSMUSG00000087017,ENSMUSG00000087017,2.779497652,3.724315284,1.17116204,2.941738695,NA,1.153722971,2.250632506,3.348350446,3.700924765,2.151559854,2.142589571,2.508631664
ENSMUSG00000087016,ENSMUSG00000087016,2.779497652,NA,NA,3.92231826,NA,NA,NA,0.837087612,NA,2.151559854,NA,NA
ENSMUSG00000087015,ENSMUSG00000087015,3.70599687,1.862157642,3.513486119,1.96115913,1.962245046,1.153722971,NA,NA,1.850462382,NA,NA,0.836210555
ENSMUSG00000087014,ENSMUSG00000087014,25.94197809,28.86344345,24.59440283,5.88347739,20.60357298,26.53562833,24.75695756,35.9947673,17.57939263,22.59137847,32.13884357,26.75873775
ENSMUSG00000087013,2610027K06Rik,19.45648357,39.10531049,26.93672691,37.26202347,15.69796037,12.69095268,12.37847878,14.2304894,12.95323668,9.682019343,24.63978007,18.3966322
ENSMUSG00000087011,ENSMUSG00000087011,3.70599687,NA,4.684648159,NA,NA,13.84467565,1.125316253,3.348350446,NA,2.151559854,NA,2.508631664
ENSMUSG00000087008,ENSMUSG00000087008,1.852998435,NA,NA,NA,NA,NA,2.250632506,NA,NA,NA,2.142589571,1.672421109
ENSMUSG00000087006,Gm13889,214.9478185,207.6305771,139.3682827,224.5527204,210.9413424,221.5148104,252.0708407,528.2022829,180.4200823,86.06239416,178.9062292,229.121692
ENSMUSG00000087004,ENSMUSG00000087004,3.70599687,14.89726114,14.05394448,2.941738695,3.924490091,6.922337825,5.626581265,11.71922656,12.95323668,4.303119708,2.142589571,5.853473882
ENSMUSG00000087001,ENSMUSG00000087001,18.52998435,10.24186703,16.39626856,18.63101173,11.77347027,18.45956753,16.87974379,15.90466462,21.2803174,17.21247883,34.28143314,12.54315832
ENSMUSG00000086999,Bcas1os2,0.926499217,0.931078821,2.342324079,NA,NA,NA,2.250632506,3.348350446,NA,3.227339781,1.071294786,NA
ENSMUSG00000086997,ENSMUSG00000086997,22.23598122,9.310788211,17.5674306,20.59217086,15.69796037,6.922337825,15.75442754,6.696700893,14.80369906,7.530459489,14.998127,40.97431717
ENSMUSG00000086996,4933416E14Rik,5.558995305,3.724315284,7.026972238,0.980579565,3.924490091,5.768614854,3.375948759,13.39340179,NA,2.151559854,4.285179143,0.836210555
ENSMUSG00000086993,Rsf1os2,NA,NA,NA,1.96115913,1.962245046,NA,NA,NA,3.700924765,8.606239416,NA,1.672421109
ENSMUSG00000086992,Gm15941,NA,1.862157642,1.17116204,0.980579565,NA,NA,1.125316253,0.837087612,NA,NA,NA,2.508631664
ENSMUSG00000086986,Gm12103,NA,3.724315284,NA,NA,0.981122523,4.614891883,2.250632506,NA,NA,10.75779927,2.142589571,6.689684437
ENSMUSG00000086976,ENSMUSG00000086976,1.852998435,2.793236463,NA,1.96115913,6.86785766,NA,1.125316253,3.348350446,0.925231191,1.075779927,3.213884357,0.836210555
ENSMUSG00000086970,ENSMUSG00000086970,2.779497652,1.862157642,NA,NA,NA,2.307445942,NA,1.674175223,NA,4.303119708,NA,NA
ENSMUSG00000086969,4930443O20Rik,0.926499217,0.931078821,NA,NA,0.981122523,1.153722971,2.250632506,6.696700893,NA,NA,1.071294786,NA
ENSMUSG00000086968,4933431E20Rik,1068.253598,1046.532595,1085.667211,1035.492021,928.1419066,1075.269809,963.2707125,884.8016054,1195.398699,1410.347484,1110.932693,1152.298144
ENSMUSG00000086965,ENSMUSG00000086965,95.4294194,92.17680329,105.4045836,101.9802748,97.13112976,76.14571608,94.52656524,84.54584877,84.1960384,76.38037481,92.13135157,91.983161
ENSMUSG00000086964,ENSMUSG00000086964,5.558995305,0.931078821,NA,NA,6.86785766,5.768614854,NA,5.859613281,3.700924765,1.075779927,10.71294786,1.672421109
ENSMUSG00000086962,Faxdc2,1.852998435,1.862157642,3.513486119,NA,0.981122523,NA,NA,NA,NA,NA,1.071294786,0.836210555
ENSMUSG00000086961,ENSMUSG00000086961,NA,NA,1.17116204,NA,NA,NA,3.375948759,2.511262835,3.700924765,2.151559854,3.213884357,2.508631664
ENSMUSG00000086952,ENSMUSG00000086952,NA,NA,3.513486119,NA,5.886735137,NA,NA,NA,1.850462382,NA,2.142589571,NA
ENSMUSG00000086947,4930522O17Rik,NA,NA,NA,NA,1.962245046,2.307445942,NA,NA,NA,NA,1.071294786,3.344842218
ENSMUSG00000086943,4732414G09Rik,11.11799061,13.0351035,14.05394448,1.96115913,9.811225229,6.922337825,13.50379503,6.696700893,6.476618339,12.90935912,6.427768714,25.08631664
ENSMUSG00000086942,ENSMUSG00000086942,43.54546322,49.34717752,36.30602323,63.73767172,27.47143064,20.76701348,25.88227382,42.69146819,46.26155956,25.81871825,16.06942179,35.12084329
ENSMUSG00000086940,ENSMUSG00000086940,11.11799061,3.724315284,1.17116204,0.980579565,0.981122523,2.307445942,4.501265012,2.511262835,NA,NA,NA,6.689684437
ENSMUSG00000086938,4930481A15Rik,125.0773944,76.34846333,76.12553258,69.62114911,71.62194417,58.83987151,59.6417614,53.57360714,59.21479624,41.95541715,69.63416107,88.63831878
ENSMUSG00000086937,ENSMUSG00000086937,NA,0.931078821,2.342324079,NA,0.981122523,1.153722971,1.125316253,NA,2.775693574,1.075779927,NA,1.672421109
ENSMUSG00000086935,ENSMUSG00000086935,5.558995305,2.793236463,3.513486119,0.980579565,NA,2.307445942,NA,7.533788504,6.476618339,8.606239416,1.071294786,4.181052773
ENSMUSG00000086931,ENSMUSG00000086931,2.779497652,0.931078821,1.17116204,NA,0.981122523,NA,1.125316253,NA,0.925231191,1.075779927,NA,NA
ENSMUSG00000086930,Frs3os,21.309482,26.07020699,19.90975468,9.80579565,5.886735137,2.307445942,5.626581265,6.696700893,15.72893025,15.06091898,8.570358286,11.70694776
ENSMUSG00000086929,ENSMUSG00000086929,11.11799061,8.37970939,10.54045836,8.825216085,3.924490091,9.229783767,2.250632506,23.43845312,12.95323668,NA,3.213884357,9.1983161
ENSMUSG00000086926,Gm6226,NA,1.862157642,2.342324079,1.96115913,3.924490091,1.153722971,NA,5.022525669,5.551387147,4.303119708,2.142589571,5.853473882
ENSMUSG00000086925,Gm6286,NA,1.862157642,NA,NA,1.962245046,4.614891883,NA,1.674175223,NA,4.303119708,NA,0.836210555
ENSMUSG00000086924,ENSMUSG00000086924,87.09092644,84.72817272,65.58507423,49.02897825,34.3392883,29.99679724,41.63670136,90.40546205,37.93447884,31.19761788,67.4915715,40.97431717
ENSMUSG00000086922,ENSMUSG00000086922,36.13346948,37.24315284,28.10788895,27.45622782,33.35816578,46.14891883,47.26328262,33.48350446,46.26155956,60.24367591,36.42402272,30.10357996
ENSMUSG00000086920,ENSMUSG00000086920,29.64797496,13.96618232,15.22510652,12.74753434,19.62245046,26.53562833,28.13290632,18.41592745,11.10277429,30.12183795,16.06942179,8.362105546
ENSMUSG00000086918,4930429F24Rik,1.852998435,1.862157642,15.22510652,NA,3.924490091,NA,NA,6.696700893,6.476618339,12.90935912,3.213884357,3.344842218
ENSMUSG00000086917,ENSMUSG00000086917,7.41199374,1.862157642,NA,1.96115913,1.962245046,2.307445942,12.37847878,7.533788504,6.476618339,2.151559854,4.285179143,NA
ENSMUSG00000086916,ENSMUSG00000086916,12.97098904,5.586472927,12.88278244,3.92231826,0.981122523,3.461168913,13.50379503,9.207963727,12.95323668,10.75779927,8.570358286,11.70694776
ENSMUSG00000086915,Gm16364,83.38492957,87.52140919,60.90042607,75.5046265,107.9234775,72.68454716,119.2835228,108.8213895,67.54187696,66.69835547,73.91934022,72.75031825
ENSMUSG00000086914,Gm16124,49.10445853,27.00128581,35.13486119,38.24260303,10.79234775,40.38030398,24.75695756,27.62389118,23.13077978,49.48587664,26.78236964,43.48294884
ENSMUSG00000086913,ENSMUSG00000086913,10.19149139,1.862157642,NA,3.92231826,NA,2.307445942,5.626581265,8.370876116,3.700924765,3.227339781,2.142589571,5.017263327
ENSMUSG00000086904,ENSMUSG00000086904,3.70599687,1.862157642,NA,1.96115913,1.962245046,NA,NA,0.837087612,0.925231191,2.151559854,1.071294786,NA
ENSMUSG00000086900,ENSMUSG00000086900,NA,2.793236463,1.17116204,1.96115913,3.924490091,NA,NA,1.674175223,0.925231191,2.151559854,2.142589571,0.836210555
ENSMUSG00000086894,Gm15708,20.38298278,16.75941878,18.73859264,31.37854608,12.7545928,23.07445942,14.62911129,25.11262835,22.20554859,29.04605803,23.56848529,16.72421109
ENSMUSG00000086893,ENSMUSG00000086893,NA,0.931078821,NA,NA,NA,NA,NA,1.674175223,0.925231191,NA,4.285179143,NA
ENSMUSG00000086891,ENSMUSG00000086891,1.852998435,NA,NA,NA,1.962245046,NA,NA,1.674175223,NA,NA,2.142589571,NA
ENSMUSG00000086890,ENSMUSG00000086890,1.852998435,3.724315284,5.855810199,1.96115913,1.962245046,NA,3.375948759,0.837087612,0.925231191,NA,1.071294786,NA
ENSMUSG00000086889,ENSMUSG00000086889,52.8104554,48.4160987,44.50415751,48.04839868,38.26377839,46.14891883,49.51391513,51.06234431,61.99048981,64.54679562,55.70732886,46.82779106
ENSMUSG00000086882,ENSMUSG00000086882,5.558995305,NA,1.17116204,2.941738695,NA,3.461168913,NA,NA,NA,NA,2.142589571,NA
ENSMUSG00000086881,ENSMUSG00000086881,33.35397183,45.62286223,28.10788895,39.2231826,7.848980183,34.61168913,27.00759007,36.83185491,25.90647335,45.18275693,33.21013836,63.55200215
ENSMUSG00000086877,A230072C01Rik,234.404302,197.3887101,262.3402969,254.9506869,238.4127731,459.1817424,326.3417133,282.9356127,275.718895,514.2228051,275.3227599,267.5873775
ENSMUSG00000086873,ENSMUSG00000086873,12.97098904,10.24186703,3.513486119,6.864056955,8.830102706,6.922337825,23.63164131,9.207963727,12.02800549,9.682019343,13.92683221,10.03452665
ENSMUSG00000086867,ENSMUSG00000086867,24.08897965,19.55265524,16.39626856,22.55332999,17.66020541,18.45956753,7.87721377,10.04505134,14.80369906,18.28825876,20.35460093,7.525894991
ENSMUSG00000086866,ENSMUSG00000086866,1.852998435,NA,1.17116204,NA,6.86785766,3.461168913,4.501265012,NA,NA,13.98513905,NA,3.344842218
ENSMUSG00000086863,Gm15543,NA,5.586472927,5.855810199,NA,2.943367569,3.461168913,7.87721377,3.348350446,NA,NA,NA,NA
ENSMUSG00000086860,Gm1720,NA,NA,2.342324079,NA,3.924490091,4.614891883,2.250632506,NA,NA,NA,3.213884357,0.836210555
ENSMUSG00000086859,Snhg20,344.6577089,357.5342673,289.2770238,332.4164725,158.9418487,159.21377,151.9176941,246.9408454,221.1302547,131.2451511,233.5422633,331.1393796
ENSMUSG00000086855,ENSMUSG00000086855,0.926499217,1.862157642,1.17116204,3.92231826,3.924490091,9.229783767,5.626581265,2.511262835,1.850462382,NA,NA,NA
ENSMUSG00000086851,A430108G06Rik,102.8414131,62.38228102,60.90042607,45.10665999,48.07500362,32.30424318,69.76960768,37.66894252,45.33632837,57.01633613,28.92495921,47.66400161
ENSMUSG00000086850,ENSMUSG00000086850,9.264992175,9.310788211,14.05394448,1.96115913,3.924490091,6.922337825,9.002530023,8.370876116,9.252311912,3.227339781,2.142589571,6.689684437
ENSMUSG00000086845,Gm13010,3.70599687,13.0351035,9.369296318,13.72811391,7.848980183,11.53722971,6.751897517,9.207963727,6.476618339,NA,10.71294786,3.344842218
ENSMUSG00000086844,B230206H07Rik,1.852998435,1.862157642,8.198134278,0.980579565,3.924490091,2.307445942,NA,7.533788504,0.925231191,1.075779927,2.142589571,NA
ENSMUSG00000086843,E030013I19Rik,7.41199374,5.586472927,NA,NA,3.924490091,11.53722971,4.501265012,10.88213895,7.40184953,10.75779927,1.071294786,NA
ENSMUSG00000086841,2410006H16Rik,318.7157308,388.2598684,366.5737184,469.6976116,450.335238,312.6589251,347.7227222,418.5438058,383.9709444,347.4769164,407.0920186,589.528441
ENSMUSG00000086839,ENSMUSG00000086839,16.67698591,1.862157642,12.88278244,10.78637521,8.830102706,1.153722971,4.501265012,5.022525669,5.551387147,NA,NA,3.344842218
ENSMUSG00000086837,Gm16618,11.11799061,27.00128581,7.026972238,11.76695478,14.71683784,17.30584456,13.50379503,6.696700893,14.80369906,6.454679562,21.42589571,12.54315832
ENSMUSG00000086836,ENSMUSG00000086836,5.558995305,NA,8.198134278,2.941738695,3.924490091,3.461168913,2.250632506,NA,3.700924765,5.378899635,2.142589571,2.508631664
ENSMUSG00000086831,ENSMUSG00000086831,NA,0.931078821,7.026972238,NA,NA,2.307445942,NA,NA,2.775693574,NA,NA,NA
ENSMUSG00000086828,ENSMUSG00000086828,1.852998435,0.931078821,NA,0.980579565,3.924490091,2.307445942,1.125316253,NA,1.850462382,NA,6.427768714,0.836210555
ENSMUSG00000086827,ENSMUSG00000086827,1.852998435,5.586472927,2.342324079,1.96115913,5.886735137,NA,NA,1.674175223,NA,2.151559854,NA,1.672421109
ENSMUSG00000086826,ENSMUSG00000086826,72.26693896,79.1416998,70.26972238,53.93187607,42.18826848,31.15052021,28.13290632,38.50603013,63.84095219,48.41009671,66.42027672,51.84505438
ENSMUSG00000086825,ENSMUSG00000086825,27.79497652,21.41481289,32.79253711,4.902897825,37.28265587,62.30104043,16.87974379,34.32059207,28.68216693,37.65229744,19.28330614,25.08631664
ENSMUSG00000086822,5330413P13Rik,83.38492957,57.72688691,55.04461587,38.24260303,51.01837119,70.37710122,38.2607526,66.96700893,54.58864028,83.9108343,21.42589571,66.89684437
ENSMUSG00000086820,ENSMUSG00000086820,25.94197809,13.0351035,28.10788895,21.57275043,12.7545928,14.99839862,28.13290632,28.46097879,37.00924765,20.43981861,28.92495921,29.26736941
ENSMUSG00000086816,ENSMUSG00000086816,0.926499217,1.862157642,NA,NA,0.981122523,NA,2.250632506,0.837087612,NA,2.151559854,NA,0.836210555
ENSMUSG00000086815,3110082J24Rik,36.13346948,40.03638931,19.90975468,27.45622782,24.52806307,14.99839862,18.00506005,28.46097879,21.2803174,29.04605803,21.42589571,60.20715993
ENSMUSG00000086814,ENSMUSG00000086814,NA,0.931078821,NA,1.96115913,1.962245046,4.614891883,1.125316253,1.674175223,NA,NA,2.142589571,NA
ENSMUSG00000086813,ENSMUSG00000086813,7.41199374,1.862157642,7.026972238,15.68927304,7.848980183,13.84467565,13.50379503,20.09010268,9.252311912,7.530459489,9.641653072,10.03452665
ENSMUSG00000086810,ENSMUSG00000086810,264.052277,248.5980452,211.9803292,179.4460604,259.016346,188.0568442,236.3164131,203.4122896,215.5788676,165.6701088,226.0431998,209.0526386
ENSMUSG00000086806,ENSMUSG00000086806,1.852998435,5.586472927,2.342324079,1.96115913,7.848980183,2.307445942,6.751897517,5.859613281,1.850462382,NA,9.641653072,1.672421109
ENSMUSG00000086805,ENSMUSG00000086805,2.779497652,3.724315284,2.342324079,4.902897825,0.981122523,NA,3.375948759,NA,5.551387147,4.303119708,NA,0.836210555
ENSMUSG00000086804,ENSMUSG00000086804,17.60348513,26.07020699,15.22510652,21.57275043,20.60357298,18.45956753,22.50632506,22.60136551,14.80369906,26.89449817,2.142589571,10.03452665
ENSMUSG00000086801,ENSMUSG00000086801,0.926499217,3.724315284,1.17116204,4.902897825,NA,3.461168913,1.125316253,5.022525669,NA,1.075779927,NA,2.508631664
ENSMUSG00000086799,4930502E09Rik,NA,4.655394106,2.342324079,0.980579565,3.924490091,NA,3.375948759,NA,0.925231191,NA,NA,3.344842218
ENSMUSG00000086796,4932702P03Rik,13.89748826,17.6904976,3.513486119,24.51448912,13.73571532,3.461168913,14.62911129,17.57883984,4.626155956,8.606239416,17.14071657,10.87073721
ENSMUSG00000086794,ENSMUSG00000086794,24.08897965,35.3809952,40.99067139,11.76695478,14.71683784,28.84307427,25.88227382,20.09010268,18.50462382,11.8335792,21.42589571,25.08631664
ENSMUSG00000086792,ENSMUSG00000086792,0.926499217,NA,2.342324079,1.96115913,1.962245046,NA,NA,1.674175223,NA,NA,2.142589571,NA
ENSMUSG00000086786,Gm15908,1.852998435,0.931078821,NA,NA,0.981122523,NA,2.250632506,NA,NA,NA,NA,NA
ENSMUSG00000086785,ENSMUSG00000086785,NA,NA,4.684648159,NA,3.924490091,NA,NA,3.348350446,NA,NA,NA,4.181052773
ENSMUSG00000086784,Isoc2a,840.3347903,836.1087814,652.3372561,794.2694476,773.124548,594.16733,580.6631865,961.8136657,699.4747806,550.7993226,821.6831007,978.3663488
ENSMUSG00000086782,E130102H24Rik,41.69246479,50.27825634,30.45021303,24.51448912,40.22602344,35.7654121,31.50885508,21.7642779,35.15878527,53.78899635,19.28330614,15.88800054
ENSMUSG00000086779,ENSMUSG00000086779,41.69246479,55.86472927,67.92739831,50.99013738,51.01837119,85.37549984,34.88480384,42.69146819,47.18679075,58.09211606,59.992508,25.08631664
ENSMUSG00000086777,ENSMUSG00000086777,NA,NA,NA,NA,9.811225229,1.153722971,6.751897517,NA,NA,NA,NA,3.344842218
ENSMUSG00000086775,ENSMUSG00000086775,7.41199374,3.724315284,7.026972238,3.92231826,NA,5.768614854,2.250632506,5.859613281,NA,8.606239416,2.142589571,NA
ENSMUSG00000086774,ENSMUSG00000086774,9.264992175,1.862157642,4.684648159,5.88347739,15.69796037,1.153722971,3.375948759,7.533788504,3.700924765,3.227339781,4.285179143,3.344842218
ENSMUSG00000086770,ENSMUSG00000086770,6.485494522,2.793236463,3.513486119,6.864056955,10.79234775,9.229783767,4.501265012,4.185438058,5.551387147,2.151559854,10.71294786,5.853473882
ENSMUSG00000086769,ENSMUSG00000086769,43.54546322,32.58775874,28.10788895,18.63101173,16.67908289,13.84467565,18.00506005,20.09010268,30.53262931,16.1366989,16.06942179,12.54315832
ENSMUSG00000086767,ENSMUSG00000086767,1.852998435,7.448630569,1.17116204,3.92231826,22.56581803,4.614891883,12.37847878,23.43845312,1.850462382,1.075779927,12.85553743,6.689684437
ENSMUSG00000086765,Gm11827,11.11799061,5.586472927,22.25207876,7.84463652,10.79234775,17.30584456,13.50379503,9.207963727,37.93447884,30.12183795,33.21013836,22.57768497
ENSMUSG00000086763,Plxna4os1,9.264992175,1.862157642,2.342324079,3.92231826,NA,2.307445942,NA,1.674175223,NA,5.378899635,NA,5.017263327
ENSMUSG00000086755,ENSMUSG00000086755,NA,NA,2.342324079,NA,6.86785766,5.768614854,6.751897517,NA,1.850462382,2.151559854,2.142589571,2.508631664
ENSMUSG00000086754,ENSMUSG00000086754,5.558995305,4.655394106,3.513486119,3.92231826,7.848980183,2.307445942,1.125316253,6.696700893,1.850462382,NA,8.570358286,5.017263327
ENSMUSG00000086753,ENSMUSG00000086753,94.50292018,112.6605374,77.29669462,77.46578563,88.30102706,134.9855876,119.2835228,106.3101267,114.7286677,129.0935912,117.8424264,75.25894991
ENSMUSG00000086750,ENSMUSG00000086750,8.338492957,5.586472927,7.026972238,9.80579565,7.848980183,4.614891883,11.25316253,15.06757701,9.252311912,2.151559854,16.06942179,5.017263327
ENSMUSG00000086749,ENSMUSG00000086749,0.926499217,2.793236463,7.026972238,NA,2.943367569,2.307445942,1.125316253,1.674175223,1.850462382,2.151559854,16.06942179,2.508631664
ENSMUSG00000086746,Gm15222,16.67698591,22.34589171,21.08091672,20.59217086,17.66020541,12.69095268,9.002530023,20.92719029,13.87846787,10.75779927,27.85366443,26.75873775
ENSMUSG00000086745,Tspan2os,1.852998435,NA,NA,1.96115913,1.962245046,NA,NA,NA,NA,NA,NA,1.672421109
ENSMUSG00000086742,Gm16201,49.10445853,36.31207402,24.59440283,25.49506869,38.26377839,25.38190536,34.88480384,38.50603013,39.78494122,40.87963722,40.70920186,34.28463274
ENSMUSG00000086741,Gm15816,2.779497652,14.89726114,1.17116204,8.825216085,7.848980183,8.076060796,3.375948759,1.674175223,8.327080721,2.151559854,6.427768714,0.836210555
ENSMUSG00000086740,ENSMUSG00000086740,7.41199374,22.34589171,12.88278244,6.864056955,3.924490091,5.768614854,4.501265012,18.41592745,15.72893025,6.454679562,14.998127,5.853473882
ENSMUSG00000086736,Gm14902,14.82398748,6.517551748,5.855810199,2.941738695,5.886735137,5.768614854,21.38100881,7.533788504,8.327080721,6.454679562,6.427768714,13.37936887
ENSMUSG00000086735,ENSMUSG00000086735,4.632496087,NA,2.342324079,7.84463652,0.981122523,NA,NA,NA,NA,NA,NA,4.181052773
ENSMUSG00000086728,Man2c1os,29.64797496,10.24186703,15.22510652,2.941738695,12.7545928,20.76701348,21.38100881,22.60136551,29.60739812,36.57651752,14.998127,6.689684437
ENSMUSG00000086725,ENSMUSG00000086725,261.2727793,196.4576313,257.6556487,242.2031525,188.3755244,203.0552429,156.4189592,123.8889665,185.9714694,213.0044255,186.4052927,245.845903
ENSMUSG00000086719,ENSMUSG00000086719,12.04448983,2.793236463,4.684648159,6.864056955,0.981122523,11.53722971,NA,2.511262835,12.02800549,2.151559854,1.071294786,5.017263327
ENSMUSG00000086718,ENSMUSG00000086718,2.779497652,0.931078821,2.342324079,1.96115913,5.886735137,3.461168913,NA,1.674175223,4.626155956,3.227339781,2.142589571,2.508631664
ENSMUSG00000086716,ENSMUSG00000086716,39.83946635,29.79452228,22.25207876,28.43680738,13.73571532,13.84467565,4.501265012,20.92719029,11.10277429,4.303119708,10.71294786,14.21557943
ENSMUSG00000086715,B230112J18Rik,11.11799061,7.448630569,9.369296318,1.96115913,12.7545928,3.461168913,5.626581265,9.207963727,9.252311912,2.151559854,1.071294786,18.3966322
ENSMUSG00000086714,0610009E02Rik,105.6209108,68.89983276,89.00831502,81.38810389,87.31990454,36.91913507,46.13796637,72.82662221,85.12126959,52.71321642,49.27956014,95.32800322
ENSMUSG00000086712,Mexis,38.91296713,36.31207402,23.42324079,7.84463652,15.69796037,28.84307427,54.01518014,52.73651953,43.48586599,22.59137847,28.92495921,28.43115886
ENSMUSG00000086706,ENSMUSG00000086706,7.41199374,3.724315284,1.17116204,2.941738695,4.905612614,3.461168913,6.751897517,10.04505134,8.327080721,2.151559854,2.142589571,5.853473882
ENSMUSG00000086704,ENSMUSG00000086704,NA,1.862157642,3.513486119,4.902897825,NA,6.922337825,9.002530023,3.348350446,2.775693574,6.454679562,4.285179143,3.344842218
