gene_id,symbol,HPctrl1,HPctrl2,HPctrl3,HPctrl4,HP1hr1,HP1hr2,HP1hr3,HP1hr4,HP4hr1,HP4hr2,HP4hr3,HP4hr4
ENSMUSG00002076977,ENSMUSG00002076977,NA,NA,1.17116204,2.941738695,0.981122523,2.307445942,NA,0.837087612,NA,4.303119708,NA,1.672421109
ENSMUSG00002076974,ENSMUSG00002076974,2.779497652,NA,NA,1.96115913,NA,NA,1.125316253,0.837087612,0.925231191,5.378899635,NA,2.508631664
ENSMUSG00002076968,ENSMUSG00002076968,2.779497652,5.586472927,3.513486119,3.92231826,0.981122523,2.307445942,2.250632506,0.837087612,8.327080721,9.682019343,5.356473929,3.344842218
ENSMUSG00002076960,ENSMUSG00002076960,2.779497652,4.655394106,9.369296318,5.88347739,2.943367569,6.922337825,7.87721377,0.837087612,1.850462382,11.8335792,9.641653072,1.672421109
ENSMUSG00002076957,ENSMUSG00002076957,19.45648357,5.586472927,12.88278244,7.84463652,14.71683784,13.84467565,10.12784628,11.71922656,9.252311912,15.06091898,11.78424264,10.03452665
ENSMUSG00002076943,ENSMUSG00002076943,2.779497652,NA,NA,NA,NA,NA,NA,1.674175223,3.700924765,1.075779927,1.071294786,NA
ENSMUSG00002076929,ENSMUSG00002076929,0.926499217,NA,NA,NA,1.962245046,1.153722971,NA,NA,NA,NA,1.071294786,NA
ENSMUSG00002076924,ENSMUSG00002076924,15.7504867,26.07020699,10.54045836,12.74753434,22.56581803,49.61008775,30.38353883,22.60136551,38.85971003,54.86477627,26.78236964,12.54315832
ENSMUSG00002076912,ENSMUSG00002076912,2.779497652,1.862157642,1.17116204,NA,NA,2.307445942,3.375948759,0.837087612,NA,1.075779927,NA,2.508631664
ENSMUSG00002076905,ENSMUSG00002076905,0.926499217,NA,NA,NA,NA,4.614891883,1.125316253,NA,NA,2.151559854,1.071294786,NA
ENSMUSG00002076903,ENSMUSG00002076903,18.52998435,9.310788211,23.42324079,8.825216085,0.981122523,27.6893513,7.87721377,1.674175223,12.02800549,31.19761788,5.356473929,6.689684437
ENSMUSG00002076894,ENSMUSG00002076894,10.19149139,2.793236463,8.198134278,0.980579565,8.830102706,5.768614854,1.125316253,8.370876116,4.626155956,NA,16.06942179,10.87073721
ENSMUSG00002076882,ENSMUSG00002076882,NA,0.931078821,2.342324079,NA,1.962245046,4.614891883,3.375948759,NA,6.476618339,2.151559854,2.142589571,NA
ENSMUSG00002076874,ENSMUSG00002076874,2.779497652,1.862157642,NA,NA,NA,3.461168913,NA,2.511262835,6.476618339,5.378899635,1.071294786,1.672421109
ENSMUSG00002076842,ENSMUSG00002076842,NA,2.793236463,3.513486119,0.980579565,0.981122523,NA,1.125316253,NA,NA,NA,NA,NA
ENSMUSG00002076838,ENSMUSG00002076838,1.852998435,NA,NA,NA,1.962245046,NA,NA,NA,NA,4.303119708,2.142589571,NA
ENSMUSG00002076834,ENSMUSG00002076834,0.926499217,NA,NA,3.92231826,0.981122523,2.307445942,NA,2.511262835,NA,1.075779927,NA,0.836210555
ENSMUSG00002076824,ENSMUSG00002076824,NA,NA,NA,2.941738695,NA,NA,1.125316253,1.674175223,NA,NA,3.213884357,2.508631664
ENSMUSG00002076823,ENSMUSG00002076823,3.70599687,0.931078821,NA,NA,NA,NA,NA,0.837087612,1.850462382,NA,2.142589571,NA
ENSMUSG00002076820,ENSMUSG00002076820,2.779497652,3.724315284,NA,NA,NA,NA,1.125316253,NA,0.925231191,4.303119708,6.427768714,2.508631664
ENSMUSG00002076816,ENSMUSG00002076816,10.19149139,14.89726114,5.855810199,10.78637521,9.811225229,8.076060796,10.12784628,10.88213895,4.626155956,5.378899635,4.285179143,4.181052773
ENSMUSG00002076781,ENSMUSG00002076781,2.779497652,3.724315284,2.342324079,2.941738695,NA,NA,4.501265012,2.511262835,3.700924765,2.151559854,3.213884357,1.672421109
ENSMUSG00002076693,ENSMUSG00002076693,2.779497652,1.862157642,2.342324079,NA,NA,1.153722971,2.250632506,NA,0.925231191,2.151559854,1.071294786,NA
ENSMUSG00002076680,ENSMUSG00002076680,2.779497652,0.931078821,2.342324079,2.941738695,NA,NA,4.501265012,2.511262835,5.551387147,3.227339781,1.071294786,2.508631664
ENSMUSG00002076649,ENSMUSG00002076649,NA,NA,1.17116204,NA,NA,2.307445942,NA,1.674175223,NA,NA,NA,0.836210555
ENSMUSG00002076647,ENSMUSG00002076647,1.852998435,NA,NA,NA,1.962245046,NA,1.125316253,1.674175223,NA,NA,2.142589571,NA
ENSMUSG00002076627,ENSMUSG00002076627,2.779497652,NA,3.513486119,NA,6.86785766,4.614891883,1.125316253,2.511262835,4.626155956,5.378899635,6.427768714,NA
ENSMUSG00002076616,ENSMUSG00002076616,NA,NA,NA,0.980579565,NA,1.153722971,NA,NA,0.925231191,1.075779927,1.071294786,NA
ENSMUSG00002076614,ENSMUSG00002076614,NA,1.862157642,NA,1.96115913,0.981122523,1.153722971,NA,0.837087612,NA,4.303119708,NA,1.672421109
ENSMUSG00002076604,ENSMUSG00002076604,7.41199374,NA,2.342324079,0.980579565,NA,1.153722971,NA,3.348350446,1.850462382,2.151559854,NA,NA
ENSMUSG00002076581,ENSMUSG00002076581,1.852998435,NA,NA,1.96115913,NA,2.307445942,9.002530023,0.837087612,NA,5.378899635,NA,1.672421109
ENSMUSG00002076579,ENSMUSG00002076579,2.779497652,NA,NA,6.864056955,2.943367569,1.153722971,NA,1.674175223,0.925231191,2.151559854,NA,1.672421109
ENSMUSG00002076575,ENSMUSG00002076575,NA,NA,1.17116204,1.96115913,NA,2.307445942,NA,NA,3.700924765,1.075779927,NA,NA
ENSMUSG00002076559,ENSMUSG00002076559,1.852998435,3.724315284,NA,NA,1.962245046,2.307445942,NA,1.674175223,0.925231191,1.075779927,NA,NA
ENSMUSG00002076532,ENSMUSG00002076532,0.926499217,NA,NA,1.96115913,NA,3.461168913,NA,4.185438058,NA,1.075779927,NA,NA
ENSMUSG00002076528,ENSMUSG00002076528,NA,NA,NA,NA,NA,2.307445942,3.375948759,0.837087612,1.850462382,NA,NA,NA
ENSMUSG00002076527,ENSMUSG00002076527,0.926499217,NA,NA,NA,0.981122523,NA,NA,0.837087612,NA,2.151559854,1.071294786,0.836210555
ENSMUSG00002076525,ENSMUSG00002076525,1.852998435,1.862157642,1.17116204,1.96115913,NA,1.153722971,NA,0.837087612,2.775693574,5.378899635,NA,NA
ENSMUSG00002076509,ENSMUSG00002076509,1.852998435,0.931078821,NA,NA,2.943367569,5.768614854,4.501265012,1.674175223,1.850462382,6.454679562,2.142589571,3.344842218
ENSMUSG00002076468,ENSMUSG00002076468,7.41199374,0.931078821,2.342324079,NA,2.943367569,NA,2.250632506,0.837087612,NA,1.075779927,1.071294786,1.672421109
ENSMUSG00002076443,ENSMUSG00002076443,3.70599687,NA,1.17116204,0.980579565,0.981122523,NA,NA,0.837087612,NA,3.227339781,2.142589571,0.836210555
ENSMUSG00002076442,ENSMUSG00002076442,0.926499217,NA,NA,NA,NA,3.461168913,1.125316253,NA,1.850462382,1.075779927,NA,NA
ENSMUSG00002076438,ENSMUSG00002076438,5.558995305,4.655394106,14.05394448,2.941738695,1.962245046,3.461168913,2.250632506,11.71922656,2.775693574,10.75779927,16.06942179,6.689684437
ENSMUSG00002076437,ENSMUSG00002076437,3.70599687,4.655394106,4.684648159,NA,1.962245046,NA,NA,0.837087612,NA,1.075779927,NA,NA
ENSMUSG00002076412,ENSMUSG00002076412,NA,NA,NA,1.96115913,0.981122523,2.307445942,NA,NA,3.700924765,2.151559854,3.213884357,NA
ENSMUSG00002076398,ENSMUSG00002076398,NA,0.931078821,NA,NA,1.962245046,2.307445942,NA,NA,NA,NA,3.213884357,NA
ENSMUSG00002076340,ENSMUSG00002076340,20.38298278,21.41481289,14.05394448,17.65043217,12.7545928,16.15212159,6.751897517,10.04505134,24.05601097,9.682019343,7.4990635,19.23284276
ENSMUSG00002076336,ENSMUSG00002076336,0.926499217,3.724315284,NA,NA,1.962245046,NA,NA,0.837087612,NA,NA,NA,0.836210555
ENSMUSG00002076332,ENSMUSG00002076332,0.926499217,0.931078821,NA,NA,0.981122523,NA,NA,NA,NA,3.227339781,1.071294786,NA
ENSMUSG00002076326,ENSMUSG00002076326,1.852998435,0.931078821,5.855810199,9.80579565,6.86785766,14.99839862,11.25316253,5.022525669,6.476618339,6.454679562,8.570358286,6.689684437
ENSMUSG00002076313,ENSMUSG00002076313,NA,NA,NA,NA,0.981122523,NA,2.250632506,0.837087612,NA,NA,NA,0.836210555
ENSMUSG00002076304,ENSMUSG00002076304,27.79497652,33.51883756,51.53112975,31.37854608,33.35816578,38.07285804,28.13290632,45.20273103,39.78494122,27.9702781,29.996254,29.26736941
ENSMUSG00002076302,ENSMUSG00002076302,0.926499217,NA,NA,NA,NA,NA,1.125316253,0.837087612,NA,1.075779927,NA,NA
ENSMUSG00002076288,Snora34,3.70599687,2.793236463,7.026972238,1.96115913,10.79234775,6.922337825,3.375948759,1.674175223,5.551387147,10.75779927,9.641653072,5.853473882
ENSMUSG00002076284,ENSMUSG00002076284,0.926499217,NA,1.17116204,0.980579565,NA,2.307445942,2.250632506,NA,1.850462382,3.227339781,NA,NA
ENSMUSG00002076276,ENSMUSG00002076276,12.04448983,5.586472927,3.513486119,1.96115913,0.981122523,5.768614854,10.12784628,0.837087612,0.925231191,5.378899635,NA,NA
ENSMUSG00002076268,ENSMUSG00002076268,5.558995305,NA,NA,NA,1.962245046,NA,NA,0.837087612,1.850462382,NA,1.071294786,NA
ENSMUSG00002076258,ENSMUSG00002076258,NA,NA,NA,1.96115913,1.962245046,NA,2.250632506,2.511262835,NA,2.151559854,NA,1.672421109
ENSMUSG00002076246,ENSMUSG00002076246,NA,1.862157642,NA,NA,0.981122523,2.307445942,NA,0.837087612,NA,10.75779927,3.213884357,1.672421109
ENSMUSG00002076243,ENSMUSG00002076243,0.926499217,0.931078821,NA,3.92231826,NA,3.461168913,2.250632506,1.674175223,2.775693574,4.303119708,NA,1.672421109
ENSMUSG00002076234,ENSMUSG00002076234,1.852998435,0.931078821,1.17116204,NA,NA,NA,NA,0.837087612,0.925231191,2.151559854,1.071294786,NA
ENSMUSG00002076219,ENSMUSG00002076219,NA,NA,NA,NA,NA,1.153722971,1.125316253,NA,NA,1.075779927,NA,0.836210555
ENSMUSG00002076210,ENSMUSG00002076210,NA,0.931078821,4.684648159,NA,NA,2.307445942,NA,1.674175223,NA,NA,NA,NA
ENSMUSG00002076208,ENSMUSG00002076208,14.82398748,1.862157642,12.88278244,9.80579565,17.66020541,24.22818239,6.751897517,10.88213895,18.50462382,12.90935912,10.71294786,5.017263327
ENSMUSG00002076197,ENSMUSG00002076197,NA,NA,NA,3.92231826,0.981122523,5.768614854,2.250632506,2.511262835,1.850462382,1.075779927,NA,1.672421109
ENSMUSG00002076174,ENSMUSG00002076174,1.852998435,NA,NA,0.980579565,NA,NA,NA,6.696700893,1.850462382,1.075779927,NA,NA
ENSMUSG00002076173,ENSMUSG00002076173,5.558995305,1.862157642,1.17116204,1.96115913,0.981122523,1.153722971,3.375948759,9.207963727,NA,NA,1.071294786,1.672421109
ENSMUSG00002076161,Rn7sk,44.47196244,31.65667992,23.42324079,19.6115913,31.39592073,29.99679724,33.75948759,50.22525669,14.80369906,21.51559854,34.28143314,25.08631664
ENSMUSG00002076153,ENSMUSG00002076153,14.82398748,9.310788211,9.369296318,26.47564825,10.79234775,13.84467565,12.37847878,12.55631417,7.40184953,13.98513905,8.570358286,4.181052773
ENSMUSG00002076149,ENSMUSG00002076149,NA,1.862157642,NA,2.941738695,NA,NA,NA,NA,0.925231191,2.151559854,6.427768714,NA
ENSMUSG00002076139,ENSMUSG00002076139,0.926499217,5.586472927,11.7116204,2.941738695,7.848980183,NA,2.250632506,NA,1.850462382,NA,2.142589571,2.508631664
ENSMUSG00002076123,ENSMUSG00002076123,0.926499217,NA,1.17116204,NA,NA,1.153722971,NA,NA,NA,2.151559854,NA,NA
ENSMUSG00002076104,ENSMUSG00002076104,2.779497652,6.517551748,4.684648159,0.980579565,4.905612614,5.768614854,1.125316253,9.207963727,4.626155956,7.530459489,3.213884357,2.508631664
ENSMUSG00002076084,ENSMUSG00002076084,5.558995305,NA,NA,NA,0.981122523,1.153722971,1.125316253,NA,NA,NA,NA,NA
ENSMUSG00002076083,Klhl17,1082.151086,1226.230807,1035.307243,983.5213037,840.8220021,723.3843027,767.4656845,818.6716841,965.9413636,711.0905317,952.3810645,966.6594011
ENSMUSG00002076082,ENSMUSG00002076082,2.779497652,0.931078821,5.855810199,1.96115913,3.924490091,5.768614854,3.375948759,3.348350446,5.551387147,2.151559854,1.071294786,NA
ENSMUSG00002076066,ENSMUSG00002076066,0.926499217,NA,NA,0.980579565,1.962245046,1.153722971,2.250632506,0.837087612,NA,1.075779927,1.071294786,1.672421109
ENSMUSG00002076058,ENSMUSG00002076058,NA,1.862157642,NA,0.980579565,NA,1.153722971,NA,0.837087612,NA,NA,NA,NA
ENSMUSG00002076055,ENSMUSG00002076055,8.338492957,NA,1.17116204,1.96115913,3.924490091,NA,NA,1.674175223,3.700924765,2.151559854,4.285179143,NA
ENSMUSG00002076053,ENSMUSG00002076053,4.632496087,1.862157642,7.026972238,2.941738695,NA,NA,4.501265012,10.88213895,4.626155956,NA,4.285179143,1.672421109
ENSMUSG00002076052,ENSMUSG00002076052,NA,NA,NA,NA,0.981122523,NA,NA,1.674175223,2.775693574,2.151559854,NA,NA
ENSMUSG00002076051,ENSMUSG00002076051,NA,NA,NA,NA,NA,2.307445942,5.626581265,0.837087612,NA,NA,1.071294786,NA
ENSMUSG00002076030,ENSMUSG00002076030,1.852998435,0.931078821,1.17116204,1.96115913,8.830102706,2.307445942,1.125316253,5.022525669,2.775693574,NA,2.142589571,5.017263327
ENSMUSG00002076023,ENSMUSG00002076023,NA,NA,NA,NA,NA,NA,NA,0.837087612,0.925231191,1.075779927,NA,0.836210555
ENSMUSG00002076020,Gm23851,6.485494522,2.793236463,4.684648159,3.92231826,10.79234775,17.30584456,9.002530023,5.859613281,6.476618339,10.75779927,4.285179143,4.181052773
ENSMUSG00002076005,ENSMUSG00002076005,1.852998435,NA,NA,NA,1.962245046,NA,NA,NA,0.925231191,NA,NA,0.836210555
ENSMUSG00002075997,ENSMUSG00002075997,8.338492957,NA,1.17116204,2.941738695,4.905612614,9.229783767,1.125316253,5.022525669,9.252311912,16.1366989,NA,1.672421109
ENSMUSG00002075994,ENSMUSG00002075994,5.558995305,NA,NA,0.980579565,NA,NA,2.250632506,7.533788504,1.850462382,NA,2.142589571,NA
ENSMUSG00002075985,ENSMUSG00002075985,NA,0.931078821,1.17116204,0.980579565,NA,NA,NA,NA,NA,NA,4.285179143,NA
ENSMUSG00002075981,ENSMUSG00002075981,NA,NA,NA,NA,NA,1.153722971,1.125316253,2.511262835,NA,NA,1.071294786,NA
ENSMUSG00002075974,ENSMUSG00002075974,3.70599687,NA,NA,2.941738695,1.962245046,1.153722971,NA,2.511262835,0.925231191,NA,4.285179143,NA
ENSMUSG00002075972,ENSMUSG00002075972,0.926499217,6.517551748,1.17116204,NA,NA,1.153722971,NA,0.837087612,2.775693574,8.606239416,2.142589571,NA
ENSMUSG00002075963,ENSMUSG00002075963,NA,NA,NA,NA,0.981122523,NA,1.125316253,NA,0.925231191,NA,NA,0.836210555
ENSMUSG00002075945,ENSMUSG00002075945,0.926499217,3.724315284,2.342324079,6.864056955,3.924490091,1.153722971,NA,1.674175223,3.700924765,3.227339781,4.285179143,NA
ENSMUSG00002075941,ENSMUSG00002075941,5.558995305,6.517551748,9.369296318,NA,NA,NA,2.250632506,5.022525669,9.252311912,5.378899635,4.285179143,1.672421109
ENSMUSG00002075925,ENSMUSG00002075925,5.558995305,2.793236463,12.88278244,3.92231826,4.905612614,11.53722971,6.751897517,19.25301507,9.252311912,7.530459489,18.21201136,3.344842218
ENSMUSG00002075904,ENSMUSG00002075904,NA,2.793236463,NA,2.941738695,0.981122523,1.153722971,2.250632506,0.837087612,1.850462382,NA,NA,NA
ENSMUSG00002075892,ENSMUSG00002075892,NA,0.931078821,NA,0.980579565,0.981122523,NA,NA,0.837087612,NA,NA,NA,NA
ENSMUSG00002075879,ENSMUSG00002075879,3.70599687,0.931078821,2.342324079,2.941738695,7.848980183,2.307445942,2.250632506,NA,6.476618339,1.075779927,2.142589571,NA
ENSMUSG00002075861,ENSMUSG00002075861,3.70599687,9.310788211,7.026972238,4.902897825,6.86785766,4.614891883,2.250632506,5.022525669,9.252311912,16.1366989,6.427768714,2.508631664
ENSMUSG00002075848,ENSMUSG00002075848,10.19149139,5.586472927,1.17116204,NA,13.73571532,9.229783767,3.375948759,4.185438058,2.775693574,10.75779927,4.285179143,2.508631664
ENSMUSG00002075840,ENSMUSG00002075840,2.779497652,8.37970939,1.17116204,5.88347739,0.981122523,3.461168913,3.375948759,5.859613281,0.925231191,3.227339781,2.142589571,5.853473882
ENSMUSG00002075829,ENSMUSG00002075829,1.852998435,NA,NA,NA,NA,3.461168913,NA,NA,NA,1.075779927,2.142589571,1.672421109
ENSMUSG00002075826,ENSMUSG00002075826,7.41199374,NA,NA,0.980579565,2.943367569,NA,NA,6.696700893,0.925231191,NA,NA,NA
ENSMUSG00002075822,ENSMUSG00002075822,6.485494522,5.586472927,1.17116204,12.74753434,0.981122523,6.922337825,6.751897517,9.207963727,NA,6.454679562,4.285179143,5.017263327
ENSMUSG00002075819,ENSMUSG00002075819,NA,NA,2.342324079,NA,NA,NA,NA,NA,1.850462382,7.530459489,1.071294786,0.836210555
ENSMUSG00002075789,ENSMUSG00002075789,9.264992175,13.96618232,12.88278244,8.825216085,3.924490091,9.229783767,2.250632506,12.55631417,11.10277429,9.682019343,5.356473929,3.344842218
ENSMUSG00002075781,ENSMUSG00002075781,0.926499217,0.931078821,1.17116204,NA,NA,2.307445942,2.250632506,0.837087612,NA,NA,NA,NA
ENSMUSG00002075778,ENSMUSG00002075778,13.89748826,9.310788211,10.54045836,15.68927304,17.66020541,41.53402695,50.63923138,9.207963727,4.626155956,29.04605803,17.14071657,6.689684437
ENSMUSG00002075749,ENSMUSG00002075749,NA,NA,2.342324079,NA,3.924490091,NA,NA,3.348350446,NA,2.151559854,NA,0.836210555
ENSMUSG00002075739,ENSMUSG00002075739,NA,0.931078821,4.684648159,1.96115913,4.905612614,2.307445942,2.250632506,6.696700893,1.850462382,1.075779927,NA,NA
ENSMUSG00002075737,ENSMUSG00002075737,NA,NA,NA,NA,0.981122523,NA,1.125316253,2.511262835,1.850462382,NA,1.071294786,NA
ENSMUSG00002075720,ENSMUSG00002075720,3.70599687,NA,NA,NA,NA,2.307445942,NA,NA,0.925231191,7.530459489,NA,2.508631664
ENSMUSG00002075713,ENSMUSG00002075713,7.41199374,1.862157642,8.198134278,2.941738695,0.981122523,NA,1.125316253,0.837087612,3.700924765,2.151559854,3.213884357,NA
ENSMUSG00002075699,ENSMUSG00002075699,2.779497652,NA,2.342324079,NA,0.981122523,3.461168913,1.125316253,NA,2.775693574,4.303119708,NA,1.672421109
ENSMUSG00002075696,ENSMUSG00002075696,NA,NA,1.17116204,NA,0.981122523,6.922337825,NA,0.837087612,0.925231191,2.151559854,NA,0.836210555
ENSMUSG00002075647,ENSMUSG00002075647,NA,NA,1.17116204,1.96115913,3.924490091,NA,1.125316253,0.837087612,2.775693574,NA,1.071294786,0.836210555
ENSMUSG00002075605,ENSMUSG00002075605,NA,NA,1.17116204,0.980579565,NA,NA,1.125316253,NA,NA,NA,NA,0.836210555
ENSMUSG00002075603,ENSMUSG00002075603,1.852998435,NA,1.17116204,NA,NA,NA,1.125316253,1.674175223,NA,NA,NA,NA
ENSMUSG00002075602,ENSMUSG00002075602,34.28047105,30.7256011,12.88278244,23.53390956,39.24490091,17.30584456,23.63164131,101.287601,9.252311912,10.75779927,11.78424264,19.23284276
ENSMUSG00002075586,ENSMUSG00002075586,3.70599687,6.517551748,11.7116204,2.941738695,17.66020541,17.30584456,12.37847878,10.04505134,2.775693574,6.454679562,16.06942179,3.344842218
ENSMUSG00002075580,ENSMUSG00002075580,NA,0.931078821,3.513486119,2.941738695,4.905612614,NA,2.250632506,1.674175223,0.925231191,2.151559854,1.071294786,1.672421109
ENSMUSG00002075567,ENSMUSG00002075567,4.632496087,NA,4.684648159,1.96115913,NA,1.153722971,NA,NA,1.850462382,1.075779927,NA,NA
ENSMUSG00002075561,ENSMUSG00002075561,5.558995305,NA,2.342324079,NA,0.981122523,NA,4.501265012,2.511262835,NA,2.151559854,NA,NA
ENSMUSG00002075556,ENSMUSG00002075556,1.852998435,4.655394106,3.513486119,3.92231826,8.830102706,6.922337825,3.375948759,NA,2.775693574,7.530459489,3.213884357,1.672421109
ENSMUSG00002075551,ENSMUSG00002075551,5.558995305,0.931078821,NA,NA,3.924490091,1.153722971,2.250632506,NA,1.850462382,6.454679562,4.285179143,NA
ENSMUSG00002075548,ENSMUSG00002075548,NA,NA,NA,1.96115913,NA,2.307445942,1.125316253,0.837087612,6.476618339,3.227339781,NA,NA
ENSMUSG00002075545,ENSMUSG00002075545,3.70599687,0.931078821,NA,NA,NA,1.153722971,NA,NA,NA,NA,NA,0.836210555
ENSMUSG00002075532,ENSMUSG00002075532,6.485494522,1.862157642,8.198134278,3.92231826,5.886735137,10.38350674,7.87721377,0.837087612,3.700924765,9.682019343,2.142589571,7.525894991
ENSMUSG00002075528,ENSMUSG00002075528,0.926499217,0.931078821,NA,4.902897825,NA,NA,NA,NA,NA,NA,1.071294786,NA
ENSMUSG00002075524,ENSMUSG00002075524,38.91296713,13.0351035,3.513486119,25.49506869,3.924490091,3.461168913,5.626581265,28.46097879,10.1775431,8.606239416,3.213884357,25.92252719
ENSMUSG00002075520,ENSMUSG00002075520,0.926499217,1.862157642,NA,NA,NA,2.307445942,NA,NA,0.925231191,NA,NA,NA
ENSMUSG00002075514,ENSMUSG00002075514,NA,1.862157642,1.17116204,0.980579565,NA,2.307445942,NA,0.837087612,NA,NA,NA,NA
ENSMUSG00002075501,ENSMUSG00002075501,2.779497652,NA,NA,0.980579565,NA,NA,NA,NA,1.850462382,NA,NA,1.672421109
ENSMUSG00002075486,ENSMUSG00002075486,1.852998435,NA,NA,5.88347739,1.962245046,NA,NA,1.674175223,NA,2.151559854,NA,NA
ENSMUSG00002075462,ENSMUSG00002075462,4.632496087,2.793236463,5.855810199,5.88347739,1.962245046,5.768614854,3.375948759,1.674175223,2.775693574,NA,NA,5.017263327
ENSMUSG00002075454,ENSMUSG00002075454,1.852998435,10.24186703,NA,7.84463652,2.943367569,4.614891883,2.250632506,NA,2.775693574,4.303119708,2.142589571,1.672421109
ENSMUSG00002075446,ENSMUSG00002075446,NA,1.862157642,NA,NA,1.962245046,NA,NA,NA,3.700924765,NA,2.142589571,1.672421109
ENSMUSG00002075443,Gm25716,3.70599687,NA,NA,NA,0.981122523,NA,1.125316253,1.674175223,NA,NA,2.142589571,2.508631664
ENSMUSG00002075441,ENSMUSG00002075441,0.926499217,NA,NA,NA,NA,1.153722971,2.250632506,NA,0.925231191,1.075779927,1.071294786,NA
ENSMUSG00002075412,ENSMUSG00002075412,NA,NA,NA,0.980579565,NA,NA,NA,4.185438058,0.925231191,2.151559854,NA,NA
ENSMUSG00002075406,ENSMUSG00002075406,2.779497652,0.931078821,2.342324079,NA,NA,NA,2.250632506,NA,NA,NA,NA,NA
ENSMUSG00002075401,ENSMUSG00002075401,0.926499217,0.931078821,NA,NA,1.962245046,NA,NA,NA,NA,NA,2.142589571,1.672421109
ENSMUSG00002075358,ENSMUSG00002075358,0.926499217,0.931078821,NA,1.96115913,NA,NA,NA,0.837087612,2.775693574,NA,2.142589571,NA
ENSMUSG00002075344,ENSMUSG00002075344,1.852998435,4.655394106,NA,NA,0.981122523,4.614891883,2.250632506,0.837087612,NA,4.303119708,3.213884357,1.672421109
ENSMUSG00002075331,ENSMUSG00002075331,2.779497652,1.862157642,3.513486119,NA,4.905612614,1.153722971,3.375948759,4.185438058,NA,5.378899635,3.213884357,3.344842218
ENSMUSG00002075329,ENSMUSG00002075329,0.926499217,NA,NA,0.980579565,NA,1.153722971,4.501265012,7.533788504,3.700924765,5.378899635,2.142589571,4.181052773
ENSMUSG00002075324,ENSMUSG00002075324,1.852998435,0.931078821,1.17116204,0.980579565,NA,6.922337825,6.751897517,1.674175223,4.626155956,3.227339781,4.285179143,0.836210555
ENSMUSG00002075283,ENSMUSG00002075283,10.19149139,8.37970939,4.684648159,5.88347739,1.962245046,11.53722971,4.501265012,5.859613281,16.65416144,19.36403869,8.570358286,2.508631664
ENSMUSG00002075273,ENSMUSG00002075273,0.926499217,NA,7.026972238,1.96115913,1.962245046,1.153722971,2.250632506,1.674175223,NA,10.75779927,3.213884357,1.672421109
ENSMUSG00002075261,ENSMUSG00002075261,3.70599687,6.517551748,4.684648159,5.88347739,1.962245046,1.153722971,NA,3.348350446,0.925231191,2.151559854,NA,3.344842218
ENSMUSG00002075250,ENSMUSG00002075250,NA,NA,NA,NA,NA,9.229783767,2.250632506,NA,NA,1.075779927,2.142589571,1.672421109
ENSMUSG00002075244,ENSMUSG00002075244,18.52998435,13.96618232,16.39626856,17.65043217,16.67908289,26.53562833,27.00759007,10.88213895,21.2803174,31.19761788,38.56661229,14.21557943
ENSMUSG00002075241,ENSMUSG00002075241,3.70599687,1.862157642,1.17116204,NA,5.886735137,NA,NA,1.674175223,1.850462382,2.151559854,12.85553743,NA
ENSMUSG00002075239,ENSMUSG00002075239,4.632496087,13.96618232,7.026972238,11.76695478,10.79234775,18.45956753,13.50379503,10.04505134,10.1775431,31.19761788,16.06942179,4.181052773
ENSMUSG00002075232,ENSMUSG00002075232,NA,1.862157642,1.17116204,NA,3.924490091,NA,2.250632506,7.533788504,NA,NA,NA,NA
ENSMUSG00002075231,ENSMUSG00002075231,10.19149139,7.448630569,7.026972238,15.68927304,4.905612614,3.461168913,3.375948759,5.859613281,4.626155956,2.151559854,3.213884357,9.1983161
ENSMUSG00002075215,ENSMUSG00002075215,2.779497652,1.862157642,NA,2.941738695,0.981122523,6.922337825,1.125316253,3.348350446,NA,4.303119708,NA,2.508631664
ENSMUSG00002075206,ENSMUSG00002075206,1.852998435,0.931078821,NA,NA,NA,NA,2.250632506,0.837087612,3.700924765,NA,NA,NA
ENSMUSG00002075203,ENSMUSG00002075203,5.558995305,9.310788211,3.513486119,1.96115913,2.943367569,19.6132905,3.375948759,7.533788504,5.551387147,15.06091898,2.142589571,5.017263327
ENSMUSG00002075176,ENSMUSG00002075176,1.852998435,0.931078821,NA,1.96115913,NA,NA,NA,3.348350446,4.626155956,5.378899635,2.142589571,0.836210555
ENSMUSG00002075175,ENSMUSG00002075175,1.852998435,NA,NA,NA,NA,2.307445942,NA,NA,NA,2.151559854,NA,3.344842218
ENSMUSG00002075171,ENSMUSG00002075171,3.70599687,1.862157642,5.855810199,7.84463652,0.981122523,13.84467565,4.501265012,3.348350446,9.252311912,9.682019343,5.356473929,6.689684437
ENSMUSG00002075149,ENSMUSG00002075149,42.618964,40.03638931,57.38693995,24.51448912,71.62194417,62.30104043,49.51391513,46.03981864,47.18679075,72.07725511,58.92121322,25.92252719
ENSMUSG00002075142,ENSMUSG00002075142,NA,0.931078821,NA,NA,NA,2.307445942,1.125316253,NA,1.850462382,2.151559854,NA,0.836210555
ENSMUSG00002075137,ENSMUSG00002075137,7.41199374,10.24186703,7.026972238,3.92231826,8.830102706,6.922337825,19.1303763,8.370876116,2.775693574,17.21247883,10.71294786,2.508631664
ENSMUSG00002075087,ENSMUSG00002075087,0.926499217,NA,NA,NA,NA,2.307445942,2.250632506,NA,NA,2.151559854,1.071294786,NA
